	tweet_id	tweet_text	label
1429	110636	Dolor en Corrientes: falleció un médico por coronavirus 😷→ https://t.co/ecitsUOfaS https://t.co/AE8YcXRVcK	Lit-News_mentions
1463	109595	Aunque centrado en lo internacional en esta coyuntura Covid-19 he vuelto mis ojos a lo nacional, y he tenido la oportunidad de observar, un joven director de periódico con preparación periodística, olfato intuición y prudencia, plural y veraz Felicidades! @ElDia_do @JoseMonegro	Lit-News_mentions
607	111801	Aunque los síntomas más comunes de la COVID-19 son fiebre, dificultad para respirar, tos seca y cansancio, ten en cuenta estas otras afecciones para detectar el virus a tiempo y avisar a tu EPS o a la línea nacional 192#SiNosCuidamosAvanzamos https://t.co/BqtEKJcjhZ	Lit-News_mentions
4312	201488	De la colección de fotos para usar con la cinta negra, si me da el coronavirus y me lleva ésta podría tener un lugar especial dentro de mucha gente, pues no me estarían viendo por estar de espalda... sería algo así… https://t.co/soVrmcWM7S	Self_reports
2581	104885	"#Coronavirus #SegundaOla “Atravesamos uno de los momentos más complicados de la pandemia. Tenemos que ser conscientes de lo que sucede y estar unidos"", sostuvo @luquejuanpablo.Lee la nota completa en https://t.co/G4lW7PQIfJ▶ https://t.co/AsAw2TNbHR https://t.co/ziMdxi7fZu"	Lit-News_mentions
249	303363	@FranciscoJMP81 @RobinDelEspacio @Elisa09992812 Otra pro_vacunas como Margarita de Val ya lo dijo te protege de efectos graves de covid-19 pero no evita que en tu cuerpo el virus se reproduzca, y si se reproduce en tú cuerpo ya sabemos lo que pasaría luego ¿no?. https://t.co/8sOAJw0xK1	non-personal_reports
2704	111788	¿Cuáles son los mejores #tratamientos para los #síntomas de los pacientes con #COVID19 al final de la vida?Lee la noticia de la reciente #RevisiónCochrane sobre la evidencia que existe al respecto  👉 https://t.co/6bMqfUhrYg#SystematicReview #Covid_19 #COVIDー19	Lit-News_mentions
623	108410	#Importante 🧐 | Síntomas del coronavirus: en qué se diferencia la pérdida de olfato y gusto por covid-19 de la producida por un resfriado   https://t.co/kz1Os39ado	Lit-News_mentions
4777	201202	#sintomas de coronavirus Fiebre, dolor de garganta, diarrea, tos, dolor de cabeza, dolor de pie, hambre, sueño, claustrofobia, ansiedad, ganar de rajarte, aburrida, explosiva, deprimida, etc etcPorque hoy ya solo por hablar te diagnostican con COVID 😆	Self_reports
3680	111131	¡Con muñequitos y todo! Así ministro boliviano contrastó Covid-19 con los Avengers (+video) https://t.co/uyRhynriKs  #CotraElRacismoJusticiaYPaz https://t.co/l6UB3UaJQz	Lit-News_mentions
1812	111488	@alferdez @KicillofokTomar fiebre no es seguridad de nada. Muchos tubimos covib con sintomas graves . Pero jamas levantamos fiebre. Asi q es totnto tomar fibre xq el 70% de los contagiados no tienen fiebre. Y andan x la calle como si nadahttps://t.co/vdDPPmFTbt	Lit-News_mentions
8722	105860	Pregunta a los especialistas en la materia ...¿Los pacientes que están en la actualidad recibiendo tratamientos contra el cancer pueden ser vacunados contra el COVID-19 ? https://t.co/vRj7C0CC3S	Lit-News_mentions
2209	109832	Lindeiros - Deputación e USC traballa xuntos na procura dun tratamentos para a Covid-19 https://t.co/Ho3tCUrsbT	Lit-News_mentions
4698	105172	nfórmate con Carlos Torres, presidente de BBVA en su charla del #VirtualSouthSummit, donde podrás conocer la importancia de la sostenibilidad en el mundo 🌎, los retos de la banca y las fintech post #COVID19. Regístrate aquí 👉🏻 https://t.co/vPmVM4kmwQ https://t.co/PlnZfn5ohN	Lit-News_mentions
1450	102287	Juegos Olímpicos de Tokio se llevarán a cabo sin espectadoresDe lejecitos, pues el Covid-19 anda bien bravo🦠Lee más aquí👇https://t.co/JugQfllNXt https://t.co/PEzRWv5uus	Lit-News_mentions
2267	108607	El vicepresidente de la @AMIS_mx Edgar Karam presenta el reporte de población con Covid-19 que cuenta con un seguro de gastos médicos #MaríaInésContigo https://t.co/UTrK8ugVtm	Lit-News_mentions
2574	203301	"""Me llego un paquete de relojes """"made in china"""" (muy bonitos btw!) pero ahora tengo miedo de que el coronavirus haya viajado por el océano por medio de mi paquete. https://t.co/QXV3cNZ5KL"""	Self_reports
9751	101286	Senador Quinteros tosió, tocó micrófono y saludó de beso a Rincón antes de dar positivo a Covid-19 https://t.co/PNEzWLdblO vía @biobio	Lit-News_mentions
1283	304850	*Sale un anuncio con niños haciéndose los malotes*Yo: por qué tienen que salir haciendo el tonto tío?Mi hermano: pues porque son tontosSé así. Sé sincero. Sé cómo mi hermano.#MallorcaCelta #BuenasNoches#diadelasredessociales#coronavirus	non-personal_reports
7271	102626	Fatiga, problemas de concentración... los principales síntomas tras superar el COVID-19 https://t.co/rFGtZfspyq a través de @infosalus_com	Lit-News_mentions
2706	110387	Se determinó no hacer segundas pruebas a pacientes asintomáticos y con síntomas leves. Según los nuevos lineamientos para el manejo de covid-19 https://t.co/i8EZk1pkeq https://t.co/tM7JVsnY6K	Lit-News_mentions
4574	303870	@vox_barcelona @VOX_Congreso @Igarrigavaz @PresentadorGato @eltorotv En italia, una diputada ya ha dicho que las vacunas de la gripe tienen un 40% mas de probabilidades para la personas que se las han puesto de contraer coronavirus. ¿Cuantos residentes en residencias se les pone vacunas de la gripe? Por cierto, esto esta publicado.	non-personal_reports
4998	109449	LA PREPARACIÓN CONTRA EL #COVID19 CONTINÚA  desde al #PMU: protocolos de atención incluyendo simulacros con elementos, instituciones y recursos para reaccionar oportunamente y con efectividad.  #CeroCasosPositivos es un #RetoDeTodos. #Alerta24/7. #OscarRodríguezAlcalde. @UNGRD https://t.co/PNQa7yMEVU	Lit-News_mentions
3548	109999	Atencion! Nota con Dra GaittDolor en el hospital de Niños por la muerte por Coronavirus de un bioquímico https://t.co/HbMalYiUea	Lit-News_mentions
1713	111287	#LaRioja Los departamentos de General Felipe Varela, Chilecito, General Lamadrid y Vinchina abrieron un espacio libre de coronavirus para actividades comerciales y turísticas sin pernoctación. El PN Talampaya, que está en la zona, abriría el 1 de julio.https://t.co/Ionkuxc8TP	Lit-News_mentions
6283	200453	Cuantos años tienen? Yo tengo 14 pero este año cumplo 15 :) (me da pereza cumplir 15 JAJAJAJA)pero no se que hare ese día. Aún faltan como 5 meses pero creo que el coronavirus seguira en esa fecha :c	Self_reports
7624	105710	#Internacional | Casi 38% de los profesionales del vino que perdieron el gusto o el olfato debido al Covid-19 tienen dificultades para ejercer su profesión.https://t.co/lMWm5YTK8K	Lit-News_mentions
5547	104430	» Estos son los síntomas desconocidos del coronavirus chino https://t.co/fegyiMhLwz https://t.co/T6zqTyGfnJ	Lit-News_mentions
2426	300184	Lamento interrumpir el festejo, pero me acaban de avisar que mi amigo-hermano partió esta tarde de regreso a la Casa del Padre.Sí, víctima del #COVID19.Estoy en profundo dolor. Lamento los que aún no creen.¡Gracias, Carnal @terapiomd por tus consejos y palabras!	non-personal_reports
3588	110171	Alerta por 'apps' falsas de rastreo de covid-19 que roban datos personales » https://t.co/gdw1pacm1s https://t.co/dbr0fzbJ7g	Lit-News_mentions
6764	300941	@OOSalazarFutbol Suertudo, el 90 % de esos test están contaminados, si tiene un dolor de muela le sale positivo con COVID-19	non-personal_reports
5142	111838	Dolor de cabeza y de ojos, náuseas y escalofríos. Son síntomas del coronavirus? No, eso es lo que te dan tras ver la clasificación de Ferrari en el #AustrianGP en la #Formula1 🤢🤮	Lit-News_mentions
618	110351	#CoronavirusEnQuilmes 😷El doctor Juan Fragomeno llevó tranquilidad al informar que no tiene fiebre ni neumonía 👨🏻‍⚕️https://t.co/fiPriRRMYh	Lit-News_mentions
2871	303286	le digo a mi mama que me levante igual que ayer con dolor de panza y cabeza: -no tendremos coronavirus? JAJAJAJ	non-personal_reports
4851	103290	#COVID Astrid, a pocos días de cumplir sus 07 añitos y con la ilusión de volver a la escuela, perdió la batalla contra el coronavirus. Conversamos con su madre: https://t.co/cKBS15RzRI	Lit-News_mentions
5261	100850	Dan positivo a Covid-19 tres elementos de #Bomberos Conurbados #EcosdeVeracruz https://t.co/osiSFp6yWx #BocadelRío #Veracruz https://t.co/scvGhlQXl5	Lit-News_mentions
2139	200511	Estas son las situaciones que me enputecen y hacen perder la compostura.Aunque no crean , soy un caballero.Pero estas cosas me superan y me refiero a los gustitos que se da el psicopata como burla a los Chilenos del Chile real.	Self_reports
7103	101213	COVID-19 para @jairbolsonaro en 3....2...1... partida, en un minuto tosió con fuerza y dolor 3 veces 😳	Lit-News_mentions
7918	200600	Me levanté con mucho dolor de pecho y le dije a mi papá, y me manda cap de unos síntomas, y me preguntaba si tenía algunos de esos síntomas. Y le dije que solo tenía dolor de pecho. Y cuando agarro su cel veo que busco los síntomas del Coronavirus JAJAJAJAJA LPM	Self_reports
7426	101261	📹 VÍDEO | Simón señala alguno de los efectos que el coronavirus podría tener en los pacientes: “Algunos estudios indican que podría haber efectos psicológicos, problemas locomotores por el hecho de estar encamados, cuadros trombóticos, la posibilidad de tener un ictus...” https://t.co/SJdwNAjzqR	Lit-News_mentions
1378	300544	Los efectos secundarios comunes de la vacuna inyectable contra la influenza incluyen estos:Dolor, enrojecimiento o inflamación donde se administró la inyección.Dolor de cabeza.Fiebre.Náuseas.Dolores musculares.	non-personal_reports
9904	200160	Che nadie me dijo que el Coronavirus evolucionó a los mosquitos en pirañas, me destape por el calor y en 3 segundos me falta la mitad del brazo	Self_reports
5750	202745	Pánico colectivo nivel: Ayer mi Uber me recibió con la cumbia del coronavirus y con cubrebocas puesto.   Debí toser para que me baje del coche.	Self_reports
4582	200110	REALISMO Y SALUD (COVID-19)Webmaster: Víctor López Guzmán.“Medicamentos usados para COVID-19: Al sentir los primeros síntomas de la infección por COVID-19 (dolor de garganta, tos insistente, fiebre, pérdida del  gustoy/u olfato, diarreas, etc), algunas personas toman ...”	Self_reports
5761	301056	Ministro @DrDanielSalinas me parece que le erró al ejemplo. Supongo que no está jugando para la Industria, por eso le pregunto: ¿qué ha hecho si gestión para evitar esas muertes que le indignan? ¿Habilitar productos de Tabaco calentado? ¿Esa es la solución?	non-personal_reports
9575	301039	@SanCadilla Ahora si como dice el papá todo lo hizo con la cabeza estos lo borran con la cola… la droga los tiene así o les dio covid19	non-personal_reports
2838	200445	@HarathZapata16 Me dio fiebre y de todo, hasta le chatie a Rosa y me llamaron para ver mis síntomas, pensar que tengo covid19 is my passion JJAJAJAJAJAJAJ	Self_reports
700	101302	𝘾𝙤𝙢𝙗𝙖𝙩𝙚 𝙖𝙡 𝙊́𝙢𝙞𝙘𝙧𝙤𝙣 𝙙𝙚𝙨𝙙𝙚 𝙘𝙖𝙨𝙖 🤜🦠Si tienes algún pariente que presente los síntomas de la variante Ómicron de #COVID19, Diario OJO te comparte estos consejos para su proceso de recuperación. ¡Compártelo con tu familia!► https://t.co/xp0osscnUc https://t.co/V7GYZnkDUF	Lit-News_mentions
2170	105390	EFECTOS DE PFIZER. VACUNAS COVID-19 = INNECESARIAS Y PELIGROSAS. https://t.co/UY1Sp1SvH4 vía @BitChute	Lit-News_mentions
3793	103726	Tengo dolor de garganta, un poco de tos y dolor de cabeza, ha de ser la nueva variante necronomicón. #SiMeVacune #Omicron #COVID19	Lit-News_mentions
3431	109716	Las mascarillas deben de ser utilizadas por personal de salud que atiende afectados de coronavirus, personas con tos o estornudo, pero si vos querés utilizarlas, estas son las recomendaciones para su buen uso.😷👇#Coronavirus #Nicaragua https://t.co/HWac3fhBoh	Lit-News_mentions
3254	300339	Mire si sale al mercado o supermercado lleve bien colocada su mascarilla. Recuerde que es su protección contra el #COVID19. @SaludSV Muchos andan mascarilla en una oreja, abajo de nariz, en garganta, en la mano, la cabeza, en la bolsa,  pero ahí no protege. Seamos responsables.	non-personal_reports
4407	202811	Entonces, no tengo #COVID19. Es decir, que este dolor de cabeza es por sinusitis o por falta de lentes. Mucho celular...	Self_reports
733	110598	AMPLIACIÓN Gobierno confirma que deceso en Potosí fue por COVID-19 https://t.co/YE8v7Biole vía @elpotosinet	Lit-News_mentions
1593	108334	Coronavirus y olfato: el síntoma que podría ser clave en el diagnóstico del COVID-19 https://t.co/FzhzmO2Tk3	Lit-News_mentions
572	200718	Llevo desde el jueves a la noche con fiebre por covid19 entre 38 y 39....Con un dolor de cabeza un tanto extraño no muy fuerte pero continuo.con tos de vez en cuando pero me tiene echo un trapo.ES TODA UNA EXPERIENCIA VIVIR CON MIEDO !!	Self_reports
963	108541	Monitor #COVID19 #IDEPSalud: Visualizaci&lt;c3&gt;&lt;b3&gt;n de la afectaci&lt;c3&gt;&lt;b3&gt;n diaria por causas Covid19 en Argentina, &lt;c3&gt;&lt;ba&gt;ltimos 21 d&lt;c3&gt;&lt;ad&gt;as. Datos Abiertos por el Estado Nacional. https://t.co/SZY0EHGXBW	Lit-News_mentions
9412	101850	La @CGR_Colombia le puso #LaLupa a los aportantes de campañas electorales que hoy tienen contratos con recursos públicos en el marco de la emergencia por #Covid19. Este informe de #TodoBajoControl2020 revela más detalles &gt;&gt;&gt; https://t.co/fozWpiL4W1	Lit-News_mentions
6489	202279	A falta de coronavirus, me saltó (otra vez) el dolor en la espalda baja, joya yo que mañana iba a hacer las compras no puedo porque  NO ME PUEDO LEVANTAR DE LA CAMA.	Self_reports
6669	108755	.@BarinasGnb te recuerda evitar las concentraciones reuniones y eventos sociales la mejor manera de prevenir el Covid-19 es la prevención #10Jul #FANB GNByPueblo #JuntosVenceremosAlcovid19 .@GNBoficial .@NicolasMaduro  https://t.co/cGaHPlr8lP	Lit-News_mentions
7260	101683	🔴 Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/MWTyzKu43w	Lit-News_mentions
2849	111594	Que entiendan que los perros, gatos, caballos, etc. no transmiten el coronavirus https://t.co/mk1Tuept2g vía @sosvox	Lit-News_mentions
2072	200392	@ClaudiaLopez ¡Miente!Yo me tomo más de diez tintos al día y no tengo Covid-19@LuisErnestoGL entérese para que no mienta.	Self_reports
543	300111	Las secuelas que me quedaron después del Covid-19 son: tos, dificultad para respirar y dolor de espalda cuando hace frío, fatiga de vez en cuando. ¿A ustedes cuales les quedaron? Los leo.	non-personal_reports
1334	301547	El comunicador presentó fiebre la noche de este jueves y hoy viernes se sometió al test que le dio positivo. Se repone en su casa. https://t.co/m9CoA8rTvJ	non-personal_reports
6619	105528	¡ATENCIÓN!|📣 😱¡Impactante! Exjefes de la empresa Pfizer piden cancelar la vacuna del covid-19 pues contiene efectos secundarios ¿Cuales son? ¡Aquí te los contamos!👇https://t.co/OjkGoqjYcP	Lit-News_mentions
4644	104263	"""Parece haber características que distinguen al nuevo coronavirus de otros virus respiratorios "".""Esto es emocionante, significa que las pruebas de olfato y gusto podrían servir para discriminar entre pacientes con #COVIDー19 y personas con un resfriado o gripe común""."	Lit-News_mentions
9850	301863	#CoronavirusEA ¿Sabías que el coronavirus infecta las vías respiratorias y causa síntomas que van desde tos seca, fiebre hasta insuficiencia respiratoria y neumonía? https://t.co/24hm7kqLBN	non-personal_reports
3539	108445	Salud establece puestos de vacunación contra el COVID-19 #1020AM Nota: https://t.co/Z1TkmMOCTV https://t.co/L4Tbr0330Q	Lit-News_mentions
6596	108862	#Prevención | EMA respalda uso de RoActemra en adultos con Covid-19 grave https://t.co/59ktY0SQuN https://t.co/doSuuL66NE	Lit-News_mentions
4847	304119	Conozco pacientes con prueba de COVID-19 positiva que andan en la calle como si na’ porque están j*rtos de estar en cuarentena.Y no, no se llevan de consejo.	non-personal_reports
4413	109204	¡ATENCIÓN! | 📣😱 Exjefes de la empresa Pfizer piden cancelar la vacuna del covid-19 por sus alarmantes efectos secundarios ¿Cuales son? ¡Aquí te los contamos!👇 https://t.co/OjkGoqjYcP | @miami_diario	Lit-News_mentions
4570	300484	@hrh886 Yo ya recibí la primera dósis de la vacina anti-covid19 de la Pfiser ayer y no tengo hasta ahora reacción adversa,si acaso un poquito de dolor en el brazo,normal y esperando la segunda dósis dentro de 28 dias másmenos.Saludos y un abrazo desde Tampico.Bendiciones.	non-personal_reports
186	100996	#CORONAVIRUS #TARRAGONA😷 Los sindicatos denuncian falta de gafas, máscaras y tests de la Covid-19 en la Guàrdia Urbana de Tarragona https://t.co/ZfyCjtCB4K vía @diaridtarragona	Lit-News_mentions
2694	105159	Los niños con covid-19 tienen más fiebre y tos que con la gripe  App: https://t.co/orbpecRVNO | Web: https://t.co/RAY8wUqiWL  #8Sep |David de Lima |Nicmer |#Maracaibo491Años |VE8	Lit-News_mentions
3647	301264	@fcorralmacias Yo me pongo en los zapatos puestos y le pongo a las: cortinas, sillas, sofás, cubrecama, chaquetas...😬 Dime altiro si Voy a morir de #Covid19 o por intoxicación?	non-personal_reports
6279	102188	Nuevo dolor de cabeza con la carne en China: contratos cancelados tras rebrote del covid-19 https://t.co/I96f9qb0TL	Lit-News_mentions
2036	111746	#Coronavirus | Ojo con el dolor muscular: se agrega a la lista de síntomas compatibles con #Covid19, junto con la pérdida del gusto u olfato, fiebre y dolor de garganta, entre otros.https://t.co/eRY4ktHZve	Lit-News_mentions
4606	304116	Yo no sé qué es más dañino. Si el covid19 o este demente..Alimentos el virus con jabón se previene.. pero a esta lapa no la suelta ni el varsol.	non-personal_reports
8308	200670	A veces no puedo respirar, no se si es ansiedad o coronavirus. Me tranquiliza pensar que es ansiedad, pero me da ansiedad pensar que es coronavirus. En fin, es un ciclo sin fin.	Self_reports
2999	203150	no es por nada pero yo estaba en uno de los mejores momentos de mi vida y el maldito coronavirus me arruinó todo	Self_reports
2628	203069	@mikireciosantos @RubenSanchezTW Que me tengas que insultar ya deja claro el nivel. El coronavirus tendrá, lo tuyo no.	Self_reports
2607	110948	A propósito de #HalloweenEnCasa, el cansancio y la desesperación hacen que un fenómeno surja y amenace con arrasar con todo lo logrado: la fatiga pandémica de #COVID19. La nota completa, aquí: https://t.co/8l7bDkKDmy	Lit-News_mentions
1393	200093	No me la pondría ya a estas alturas si no me ha dado es porque tengo un buen sistema inmune y buenos cuidados, porque casi siempre las vacunas son parte del virus en sí para reforzar el sistema inmune y no quiero pasar fiebres de gratis	Self_reports
5997	304524	@ToscaniDaniel Llevo un tiempo planteándome la cuestión de contraer el Covid-19 con contrato temporal-obra y servicio o el hecho de desarrollar secuelas posteriores a la infección. No sé qué puede decirnos al respecto.	Lit-News_mentions
2325	302343	UK se pasó jodiendo. Recién ahora están implementando los 14 días de aislamiento al volver pero sólo si lo haces en avión y no si es desde Francia. Pero BoJo decía que todo iba a ir bien con 20k muertos como máximo, y ya van más de 30k, quizá aún más	non-personal_reports
5999	301667	Pues gracias a todos los que se fueron de puente oor pensar tanto en el bien colectivo del que habla. Pretenden volver porque  para 15 dias si no tiene la plata. Tanto querian, pues a seguir paseando, mija. Como escribió usted: ineptos, cinismo y egoismo en su furor. #covid19	non-personal_reports
8845	103448	#POPCast, con la colaboración de @pfizer_spain. Analizamos junto a @juliomayol, jefe médico del H. Clínico San Carlos y @ConchaPhte, ptvoz de @Sedolor y jefa de U. Dolor del H. Princesa la situación y la atención de #pacientes sin #Covid19.🎧https://t.co/vV04jEc0fj vía @ivoox https://t.co/R9eYLkD50Y	Lit-News_mentions
2123	302123	@jvicenteprieto @AnnaGlez93 @Pau_Vega13 @farmafilico @StopPseudo @MatiMatarredona Aulliditos tiene anticuerpos, puesto pasó Covid19 en verano (ingresado por un virus que según él no existe)...	non-personal_reports
7904	200503	23 años y el coronavirus me dio fiebre, tos, dolor de cabeza, diarrea, cansancio y perdí el gusto y olfato. Vivo en el cuerpo de una señora provida	Self_reports
1070	202830	Esto es una vergüenza, yo pasé sola 45 días la enfermedad ni un medico quiso verme por miedo, todo por tlf, me ahogaba y no me dejaban ir a urgencias pero si se pueden contar los votos: Votación de las personas contagiadas de coronavirus..https://t.co/HbAtrOF0uv #CoronaVotos	Self_reports
8156	102058	#CastrodeRei 📱 Un investigador de Bazar desarrolla una app con la que detectar el #coronavirus a través de la tos https://t.co/qn92XP9bmz	Lit-News_mentions
601	202751	@popaarias @drchial El COVID-19 es un proceso inflamatorio y debe ser atacado con antiinflamatorios desde el inicio de los síntomas. Yo tomé ibuprofeno (primer medicamento recomendado por la Dra Barrientos de El Salvador) el cual no lo tengo contraindicado, en 4 días adiós enfermedad. Lo tomé x 10d	non-personal_reports
6231	109535	El deporte praviano se une para crear un banco de alimentos frente al COVID-19  https://t.co/RAFtzLUV2A  Bravo @ClubDPraviano @cdvilladepravia@CuervosPravia @PraviaCdAtletis  cc/ @Dxt_Saludable @dxtasturiano #Pravia #bajoNalón #solidaridad https://t.co/LQ2taWH5LL	Lit-News_mentions
5079	105477	Vende tu Instrumento musical. ➝ https://t.co/SBxTMFkfyX Aterriza tus sueños.#sabadodeinstrumentosmusicales #vendobara #musica #corchea #semicorchea #trecillo #conciertos #redoble #negras #blancas #felizsábado #coronavirus #mexico #cdmx #rock #concierto #jazz #musica https://t.co/5GiEiduNT8	Lit-News_mentions
5265	201098	@ilia_2046 @Jantgr90 @kiriku111 @Irbisdelnorte Yo tuve fiebre baja, muchos días... tomé #DMS, se me pasó y no me he muerto, a pesar de lo que dijo @PabloFuente que no había que tomarlo porque se había muerto una persona por tomar #MMS. Y de paso @navedelmisterio volvió a ridiculizar los #chemtrails...	Self_reports
5017	101117	“Muchas personas con síntomas de fiebre en Wuhan”  📹 cortesía de @wechat116033 https://t.co/JgjK6uHiUh	Lit-News_mentions
2010	101470	Asuntos por los que te tienes que preocupar, ⁦@IdiazAyuso⁩.Que tienes, Antea del coronavirus, a los madrileños muy ocupados pero sin ninguna capacidad de ahorro, con sueldos indignos y un coste de vida aberrante. https://t.co/ICuc7bXg9u	Lit-News_mentions
6306	201185	Con Delta cualquier síntoma gripal, dolor de garganta, tos seca, dolor corporal era Covid-19 hasta demostrar lo contrario, con Omicron multiplique las probabilidades por 30.#Pandemia #Xalapa	Self_reports
2883	109153	3. 1 kg de un acontecimiento exitoso con gran repercusión. La pandemia de COVID-19 https://t.co/APlJlo2ozY	Lit-News_mentions
5440	108147	"""#FEMP #EntidadesLocales #COVID19   @AbelCaballero: """"Tenemos que ser muy optimistas. Saldremos de esta, con dolor, pero saldremos con fortaleza"""". https://t.co/WR29N3qTQy"""	Lit-News_mentions
5960	104840	El dolor de ojos puede ser un nuevo síntoma del coronavirus y la clave para descubrirlo ¿estuvo en Google? - Infobae https://t.co/vujl3wPpSI	Lit-News_mentions
5582	202292	Hoy tengo temperatura tos gripa y diarrea. No sé si es coronavirus, pero si me ven toser y estornudar y no despedirme es seguramente porque me cargué. Besos 1000	Self_reports
1763	302257	@rsucre Pensaba así, hasta que comencé a perder a mis afectos por COVID19.No me quería ni imaginar perder a mi mamá, así que la registré y sacó su cita de vacunas.Tramitar un plan de vacunación es un jaleo. Te hablo por experiencia.	non-personal_reports
1140	200075	Me urge el medicamento Jakavi 5mg, tabletas, para una amiga que tiene síntomas de Covid19 y estas tabletas responden a los efectos del contagio. Favor de escribirme al 9933 995987. Yo me comunico.(Ignacio Rodríguez Castro)	Self_reports
2104	109991	Un fármaco para los gatos puede tratar la COVID-19 en humanos https://t.co/KJHYplTcxZ https://t.co/tI6t0zek4g	Lit-News_mentions
640	201556	"#IndependienteRivadavia 🗣️ Sebastián Mayorga: ""No me había tocado estar en la etapa de los amistosos porque en la previa tuve una lesión; cuando recibí el alta, me contagié de #covid19 y estuve parado otros 15 días"" - @juanma_arce"	Self_reports
4786	304312	@chapanicienta Chocala , yo también ando con dolor de cabeza y me dijeron que quizás sea el colesterol o los triglicéridos. No jodan ya suficiente tengo con el coronavirus - dije. Me prepararé una super salchipapa con hartas cremas. 😋	Self_reports
8397	201614	no puedo ser tan perseguido culiao, me duele la garganta y ya flasheo q tengo dengue coronavirus y malaria	Self_reports
1513	105668	Esta es una buena noticia:Regeneron Pharmaceuticals dijo que los datos iniciales de un estudio de su cóctel de anticuerpos para su uso en pacientes hospitalizados con COVID-19 muestran que la terapia fue lo suficientemente efectiva como para justificar la continuación del ensayo https://t.co/KIIC23yk8x	Lit-News_mentions
985	108995	Estos son los nuevos lineamientos de incapacidad laboral por covid-19 | RTVC Noticias #rtvcNoticias🚂#trendeconciencia🎥👇 https://t.co/JPINJTC3qr via @PodcastAddict https://t.co/WTlG4X3Dmv	Lit-News_mentions
1318	101988	El estudio del fondo de ojo puede prevenir la aparición de eventos arteriales en pacientes con COVID-19 https://t.co/Ccbr5hWju4	Lit-News_mentions
1453	301202	Mis malestares de Ómicron:Dolor y secreción ocular (no conjuntivitis)Dolor de espalda bajo.Fuerte dolor muscular.Náuseas, acidez y mucosidadTos y fiebre.Volviste a leer que son los míos?#COVID19 #AnoNuevo	non-personal_reports
4975	104448	⚠️⚠️⚠️¡No contribuyamos a generar pánico! Mitos y realidades del #Coronavirus. https://t.co/KBrxnXifG6 Vía @desde_izquierda #DesdeLaIzquierda	Lit-News_mentions
1019	300188	@yolmoss Tan grave no me siento. Mucho dolor de cabeza, por eso es que pensé que era sinusitis. Aün espero que sea sinusitis, porque justo ahorita no estoy como para tener coronavirus. Eso sí sería como mucho con demasiado.	non-personal_reports
8921	300200	#20Sep Al igual que otras enfermedades respiratorias el #COVID19 😷 puede causar síntomas 🤧 leves como: secreción nasal, dolor de garganta, tos y fiebre #22Sep FANB GNBEsVzla#PueblosEnAlianzaPorLaPaz.@FabioZavarsep .@GNBoficialVE	non-personal_reports
8403	105806	📌📊Los datos que nos deja este viernes el #coronavirus en #NavarraMás detalles en la web👇▶️https://t.co/DTeK7UhCps vía @SERnavarra https://t.co/mozMBnnTzh	Lit-News_mentions
6268	201402	Ya hacen 6 meses que me dio coronavirus y todavia no puedo oler como antes. Solía tener el olfato de un perro. 😭	Self_reports
4775	109214	⤵️ Seguimos presentándoos nuestro #PlanAccionesCOVID19. 🚨 Conoce los #ControlesDeAcceso con reconocimiento facial 🔍  y sistema de medición de la temperatura 🌡 para evitar la entrada de personas con fiebre 🤒. Conoce más en 🔗 https://t.co/9xLowgDW9f https://t.co/fd3px5iZDa	Lit-News_mentions
3690	303623	Ayer estuve conversando con una cliente que abiertamente (pero después de 10 minutos de plática) me dijo que tenía coronavirus, ya que sea lo que Dios quiera	Self_reports
5686	202321	Finalmente he quedado solo en el depa, todos los roommates se fueron a sus casas por el Corona Virus, así que tengo un depa con tres habitaciones y dos baños para mi solo 😊 lo que me emociona es que podré mantener LIMPIO, intacto, NÍTIDO, todo el depa! Justo a mi gusto! 😁	Self_reports
6920	103319	@radtke_md @xeryc @MariaselaA Por esa medida mi madre y yo logramos recuperarnos nos dio fiebre a ambas y fuimos al médico de inmediato, efectivamente era Covid-19 procedimos a tiempo, pero todo el que conozco dice eso no es eso... Te da fiebre, hazte tu prueba!	Lit-News_mentions
8309	101819	#Noticias | Promete Donald Trump a adultos mayores de Florida protegerlos del Covid-19 https://t.co/GYNy0N58sZ https://t.co/AVhTNroI9d	Lit-News_mentions
3943	203277	Mi recuerdo y respeto para tod@s l@s fallecid@s en #soledad y sus #familias en esta pandemia. Yo sí tengo memoria y recuerdo el dolor inmenso que hemos vivido y no lo olvido. Me sumo al #luto oficial por todas las #víctimas del #coronavirus. https://t.co/1Scg3XdDVx	Self_reports
1554	302239	@AMAZONAA_7 Bueno, insisto, puede ser una estupidez del g2; pero recuerde que el 98,8% de los infectados con covid19 se han recuperado y a más de la mitad no les ha dado ni siquiera fiebre, son los “asintomáticos”; que habría de arrecho en que el se recupere? Ni tan calvo ni con 2 pelucas	non-personal_reports
9514	103640	#Importante 🧐 | Síntomas del coronavirus: en qué se diferencia la pérdida de olfato y gusto por covid-19 de la producida por un resfriado   https://t.co/x5cKvlQoNe	Lit-News_mentions
1918	103824	➡ La hipertensión arterial aumenta el riesgo de muerte en pacientes con Covid-19 👉 Según un estudio que ha analizado datos de 12.226 pacienteshttps://t.co/iB71ePkEIM	Lit-News_mentions
