	Unnamed: 0	id	Tweet	Stance
5939	5939	SMM4H2022DUB4dALrZfGvQhy0	#dabigatran peak concentration reached in 2hrs, level is affected by p-gp transporter inhibitors or inducer, dosed twice daily.	noADE
5940	5940	SMM4H2022lxIjkTgDSbB4FTO1	i beat geodon	noADE
5941	5941	SMM4H2022geaDsAZXYyrhLPOO	suboxone saved my life. olanzapine ruined it.	noADE
5942	5942	SMM4H20220LOdwpaFf4bbONek	rt @USER_______: ann had a tysabri infusion &amp; an interview/medical with atos regarding dla. guess which experience was least joyful? http:/…	noADE
5943	5943	SMM4H20226M1aq7Y365bZ5bWr	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
5944	5944	SMM4H2022uV1OgFztUQZIxEcD	@USER________ he's done this before. his own mother says he is schizophrenic and is suppose to take zyprexa and doesn't.	noADE
5945	5945	SMM4H2022iDlkQwnbQOLVwdOj	rt @USER_______: why, 2+ years after generic approval, does #olanzapine (zyprexa) still cost in the hundreds of dollars per month? #pharmac…	noADE
5946	5946	SMM4H2022GLabRRJ19HYZbPM1	@USER__________ @USER__________ why else do you think i take lamotrigine?	noADE
5947	5947	SMM4H2022mXIHtHeC3KX1PU5d	i will take 2.5 mg olanzapine and zopiclone to settle my sleep.i will intervene early, and not leave things until i am euphoric	noADE
5948	5948	SMM4H2022FvVGa00Zq3z1KRh1	so, according to you people on twitter, im doing life all fucking wrong..  vodka - check prozac - check porn - check  what am i missing.? 😕	noADE
5949	5949	SMM4H2022ZZd65DYZV0EKT35m	i would like to lose weight, which i struggle with.  to hell with it.  zyprexa is the only medication to hold me down.	noADE
5950	5950	SMM4H20225EiQ1HCyaoge4rtI	rt @USER______: running on five hours of sleep with a long day ahead of me. thank god for vyvanse.	noADE
5951	5951	SMM4H2022gwYNBA7zNnFsRtZC	this trazodone should've already had me knocked out. #tf	noADE
5952	5952	SMM4H2022IqBchqXins37cXBQ	rt @USER_________: despite their anticonvulsant properties, carbamazepine, lamotrigine, phenytoin, and topiramate have been reported to cau…	noADE
5953	5953	SMM4H2022zaBYZKCWZPU6x0zS	pauley knows i take medicine for this stuff and i’m on the right dosage just don’t need latuda bullocks house his rules	noADE
5954	5954	SMM4H2022vg17cudvGsRGVpgh	i started wearing nicotine patches as a way of easing myself into a smoking habit. #teamfollowback	noADE
5955	5955	SMM4H2022hBqbFjwHVIH3mvNa	i started wearing nicotine patches as a way of easing myself into a smoking habit. #teamfollowback	noADE
5956	5956	SMM4H2022eO3td4bNEZSduuWS	rt @USER____: @USER___________ @USER________ #isurecouldgopher some seroquel, breakfast of champions, accept no substitute.	noADE
5957	5957	SMM4H20220XCiVKa9BN8UuFp2	no cigg and cant buy any cigg at any stalls since today is the stupid shit nicotine day.	noADE
5958	5958	SMM4H2022b88wweJzZI1NUqPB	@USER_____ and i don't understand when you mean by seroquel?	noADE
5959	5959	SMM4H2022qA7ilK9kiGC25MwJ	@USER________ @USER_________ are you taking it for anxiety?  i had to be put on paxil to work with a different med i was on.	noADE
5960	5960	SMM4H2022Qmh6o6EIw1fCHDg2	can someone please put adele on seroquel? #getoverit	noADE
5961	5961	SMM4H2022h4beeQB0YjZLQDOr	@USER_________ i've never heard of it, i think i'm going on humira.	noADE
5962	5962	SMM4H20224qfOjhKzTdkh0q1f	me giving up smoking at this time of the life isn't the best of fucking choices, i need nicotine for fuck sake	noADE
5963	5963	SMM4H2022CoghkwrP3LxdKD1p	niggas in my hood tryna smoke u like u nicotine	noADE
5964	5964	SMM4H2022GEjRYmQQCgY1PrMh	@USER___________ oh and a trazodone. fuck this shit.	noADE
5965	5965	SMM4H2022qATNS082MJh1z6hB	i couldnt help it &amp; i read everything on google. get me some prozac now. #gameofthrones	noADE
5966	5966	SMM4H20224zT4aRCgceJsZkRN	they done gave me some seroquel ! lord jesus bless us !	noADE
5967	5967	SMM4H2022DtHttvu0a3JpWm9r	my scars have faded, my smile is back, and i'm getting off paxil. #lifeisgood	noADE
5968	5968	SMM4H2022CRJI5Dz6n1GAZcsv	"""lool """"@USER____: lawl rt @USER__________: animals are committing suicide. depression hurts. cymbalta can help. #teenwolf"""""""	noADE
5969	5969	SMM4H20220NknJ87TIttTHeM5	need this vyvanse to kick in #summerschoolprobz	noADE
5970	5970	SMM4H2022Ur3pLIFD3Rxddddt	so i'll probably be starting quetiapine this evening or tomorrow morning...	noADE
5971	5971	SMM4H2022HWESK4OQuXrFlsXY	it's rude when people call others out on having mild to moderate chronic plaque psoriasis #humira #adalimumab	noADE
5972	5972	SMM4H2022Rg5mbzEZxqnJP83r	hey trazodone, im pretty sure i took you 3 hours ago, and im still wide awake. :l  dumb sleepin pills. :l	noADE
5973	5973	SMM4H2022odP3a1u6lng7y0YI	@USER__________ what's that? i am on fluoxetine.	noADE
5974	5974	SMM4H2022vvrzIhwuP27tUBvC	salam 🍌 @USER___ rt @USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.	noADE
5975	5975	SMM4H20225bfEEf4VDX7qBYH4	yes, i'll have just the dark roast with room for vyvanse? ohkay thanks	noADE
5976	5976	SMM4H2022qPfmWxqkk3A2nDoA	took 100mg of quetiapine prn. still not lots but i have to be up in the morning so can't take loads like i would like to just in case	noADE
5977	5977	SMM4H202282syRpM5VKhxIzkV	"""@USER______ the new """"where's tom petty from"""" (i was looking for pristiq) - HTTPURL________________"	noADE
5978	5978	SMM4H2022lcd8vUAAqw6L99J0	it's like, do i take a nap or do i take q vyvanse	noADE
5979	5979	SMM4H2022z4bA5BOgR8QpG2Vp	@USER_________ ask your doctor about taking lamictal for your seizures! Its definitely helped my mom. Just a suggestion.	noADE
5980	5980	SMM4H2022VOIKl5aeBPgUB5uY	half a trazodone had me sleeping heavy this morning.... @USER________	noADE
5981	5981	SMM4H2022fkiAtnyrACSDCpHl	rt @USER___: #xarelto for prevention of atrial fibrillation. in the cme i see @USER_____ @USER__ @USER___ @USER____  @USER__ et al.	noADE
5982	5982	SMM4H20220mCaZU1yjdTknAnL	@USER___________ depression hurts. cymbalta can help. cymbalta may be associated with serious side effects.	noADE
5983	5983	SMM4H2022WYCobWq9GCS1m1Pl	realign your chakras with a lil bit o dat seroquel	noADE
5984	5984	SMM4H2022R7vo8vZf5vqx5vYk	"""rt @USER___________: """"xanax, paxil, adderall more xanax. &amp; pot. great she's mixing all this shit. i have to find her."""" """"dexter, ur the prob…"""	noADE
5985	5985	SMM4H2022d6rBpObx1znymoxV	totally laughing about how little sense it makes that the richest, most successful people in america are als the dumbest. thanks prozac!	noADE
5986	5986	SMM4H2022ConmWb5FSeNGVtG5	@USER____ it's not a berry it's a brand of lozenge! they're really strong and taste horrible	noADE
5987	5987	SMM4H2022XeShBM3HPXWeu3ZS	"""rt @USER______: it's metoprolol... not """"toperall."""" please get it right, thx #pharmacyprobs @USER_________"""	noADE
5988	5988	SMM4H2022NyFLPwzgug265B4g	@USER_________ *shrugs*  that isnt so bad.  *produces a box of pez dispensers*  here, for you and all your lovers....the candy is levaquin..	noADE
5989	5989	SMM4H2022pPYMvbCPu3OyypdP	at cipro!“@USER_____: how does one go about registering an organization?”	noADE
5990	5990	SMM4H2022UjtWZRbX1EZ73nfI	“@USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.” @USER____	noADE
5991	5991	SMM4H2022ZBG3SMAL4ZgaC78h	@USER__________ @USER___ @USER__ a few nights i think. god it seems to be really expensive for polish people, but if they won't announce +	noADE
5992	5992	SMM4H2022IK8xez3PjVpPe5XH	bananas contain a natural chemical which can make a person happy. this same chemical is also found in prozac.	noADE
5993	5993	SMM4H20223KqAlNSguvTZjkQs	popping another vyvanse i'm thinkin!	noADE
5994	5994	SMM4H2022wPgWe6qL65ytJDa2	@USER_________ they relied on the facilitation of seratonin, except lamictal, which fucks with glutamate, which still effects seratonin	noADE
5995	5995	SMM4H2022YC6IMml4ClNnuqEb	"""@USER_______ @USER_________ """"pop a vyvanse i'm focused"""""""	noADE
5996	5996	SMM4H2022wbdAZe87yrmup5UN	@USER______ take paxil then haha.	noADE
5997	5997	SMM4H20226jowi2DGEPLBcYRv	i miss my trazodone. this valerian root barely acts as any type of sleep aid or mild sedative. i need real drugs.	noADE
5998	5998	SMM4H2022y16WxSaRahqq8a5c	@USER___________ no, strawberry is kinda gross without nicotine, did you get your e cig?	noADE
5999	5999	SMM4H2022mc6ouOZC9XCVew01	can't wait till my cousin brings me trazodone so i can start sleeping at night 😴	noADE
6000	6000	SMM4H2022wKWWzLXYJkOwJvNW	#cuccinelli is a good candidate. for zyprexa. #votemcauliffe	noADE
6001	6001	SMM4H2022NWTVrUrA57Qq1maL	if i die due to this tornado. i go out with what i love. vyvanse.	noADE
6002	6002	SMM4H2022TcRPHL4RE5nUcWbC	prozac. maybe this will help	noADE
6003	6003	SMM4H202232g2Ld2CCdc40zyd	seroquel is a bitch at times	noADE
6004	6004	SMM4H2022f7jyO58xACPZPNdb	vyvanse someone take me to my car	noADE
6005	6005	SMM4H2022SWzFvjgRk7ylzd6W	i could take my vyvanse but i don't want to feel like that when i'd rather just be chillin	noADE
6006	6006	SMM4H2022sQa2tsKjvDhT3Dwf	trazodone, rozerem, and norco? i got all three! @USER___	noADE
6007	6007	SMM4H20224wmoDm4lEnV1c6qk	you're so happy , you're like santa  on prozac  at disneyland  getting laid	noADE
6008	6008	SMM4H20223dBuk0OzbsvRCPRp	sigh...some days were just meant for champaigne and prozac.	noADE
6009	6009	SMM4H2022AuiwgfYVvxDAm8Vo	rt @USER_______: @USER_______ @USER_______ take the goddamn zyprexa you crazy fuck the internet doesn't love you it loves train wrecks call…	noADE
6010	6010	SMM4H2022jx2SItgin1puZQmJ	it's amazing how much my life and my mentality has improved in the past three months due to finally getting treated for #adultadhd. #vyvanse	noADE
6011	6011	SMM4H2022diPepMZqEiJesq7c	loving the shit outta this motivation i have. effexor is great!!!	noADE
6012	6012	SMM4H2022Zxkqbv83nJ4oYbNE	cant sleep. just took 4 trazodone with whiskey. looking forward to not waking up for 14 hours	noADE
6013	6013	SMM4H20222bC74gvtBHhDOhau	s/o to someone giving me an ambien that i later found to be quetiapine... 👍 good thing i'm not a fucking retard	noADE
6014	6014	SMM4H2022Dm1fhyenZtQqTf6B	@USER__ lol craze has amphetamines, which is the same components of adderall or vyvanse lol that's y it works	noADE
6015	6015	SMM4H2022StgIyJmuA4lIwil4	@USER___ she has a half dozen or so? mosquito bites? def not fleas. but she also has a big spot on top of her tail :( i gave her some cipro.	noADE
6016	6016	SMM4H2022XUYei4n1fTbiLBUo	“@USER_______: i need some prozac and lithium, who can buss me???” lamotrigine is better	noADE
6017	6017	SMM4H2022951cvqXEtrSAAxeb	@USER_______ hahahahha im not sure whats better, the lozenge bit or the interpenduncular. what does that even mean	noADE
6018	6018	SMM4H2022y2XsSAoHBfnhEL97	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6019	6019	SMM4H2022fSC7dVl8mx7XAyNE	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6020	6020	SMM4H20222497wRv0tqXRX6JX	"""""""@USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac."""""""	noADE
6021	6021	SMM4H2022zXovY3eBIJbOssrQ	rt @USER________: differential effect of ticagrelor versus prasugrel on coronary blood flow velocity in patients with non–st-ele... HTTPURL_	noADE
6022	6022	SMM4H2022TTcq9Yl1Vv84rkCC	not even cymbalta can help.	noADE
6023	6023	SMM4H2022lTjxd4l25e44grwf	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6024	6024	SMM4H20229Fs2XIaclqGbG6I9	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6025	6025	SMM4H2022cbu1O5b5FMetDwwU	Started vyvanse today and I've taken 4 pages of notes front and back in the first hour of class #gettinshitdone	noADE
6026	6026	SMM4H2022TsgHvPFbQMa5HjoD	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6027	6027	SMM4H2022ofVDgyzoxdhdC4X1	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6028	6028	SMM4H20220qDNZT7qt9BgEiG1	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6029	6029	SMM4H2022Tv4q8ttd0gplZLnR	@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______	noADE
6030	6030	SMM4H2022YdNXqC8MF9iIZToA	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6031	6031	SMM4H2022H49LNvN9YgN1kUFu	@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____	noADE
6032	6032	SMM4H2022Ja8vsHrEyIVAxoZs	@USER___ @USER__ @USER__________ of your life = anthrax vaccine-----why was cipro being used as some treatment for hiv? why is an antigen?	noADE
6033	6033	SMM4H2022kYN4TPCq7EvVndVr	@USER_________ preach 🙌 when i was on paxil it didn't help at all. you have to learn to control the issue, not mask it	noADE
6034	6034	SMM4H2022CSkbDeKSIKhUKQEp	@USER_______ yeah it came before transition and it came during paxil but god it sucks	noADE
6035	6035	SMM4H2022pSlen0dOOfZutqzX	"""rt @USER______: she whispers throatily """"bring me a lozenge...a penis lozenge.""""  *sore throat inspired erotic tweet"""	noADE
6036	6036	SMM4H2022TfBs6OXJCDhaSkWE	atypicals-olanzapone/quetiapine-acute mania adjunct with litihium/val!se- sedation,weight gain,athikinesia,)anticholinergic-constipation	noADE
6037	6037	SMM4H2022WuahXydFFkhITAjS	i went to bed at nine last night. it was a good time. can i get a round of applause for trazodone.	noADE
6038	6038	SMM4H2022KmsR4zE4MH1kK9jx	@USER_________  i actually take lamictal for it... so i'm not suffering anymore! it's a real battle, but can be overcame...	noADE
6039	6039	SMM4H2022nEwTJYDNe58wisTb	if i run out of prozac i'ma be pissed man ughhh	noADE
6040	6040	SMM4H2022QWhInYvHlC00pdUF	can someone please hit me up with some vyvanse for tomorrow. i'm begging you	noADE
6041	6041	SMM4H2022QO6WTWknBZ9IRbAV	tears out, nicotine in.	noADE
6042	6042	SMM4H2022Zql06Zsj3rvmfveS	on a serious note though... highly recommend seroquel if you cant sleep..	noADE
6043	6043	SMM4H2022jg1Wu5Fnyv3Pz4Q6	#ucg and we steady mobbing / fucked yo bitch now she stuck in a coffin/i'm coughin i think i need a.. throat lozenge.. keep on slobbing	noADE
6044	6044	SMM4H2022fAOLdNRM35XkvAVW	lyrically i'm dope enough to ass fuck the dude who made nicotine.	noADE
6045	6045	SMM4H2022fLrW74Vwsp2E5D4n	#humira your commercial is horrible. no family makes forts that big. that fort is bigger than my living room. bull crap	noADE
6046	6046	SMM4H2022F94lLBILZSAAtinw	i might be too strung out on vyvanse, scheming on my life plans, fuck a mercedes and a boat bitch i'm trying to buy an island. #theyknow	noADE
6047	6047	SMM4H2022pybor2LtNZBN7erh	rt @USER________: i get so much more done when i take vyvanse😳	noADE
6048	6048	SMM4H2022beaBKAa9uwE8dWzo	i love nanas rt @USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.	noADE
6049	6049	SMM4H2022iQ3uo2k2XWhOmrMW	@USER_____ it is horrible! but it does help reduce my inflammation &amp; helps my fatigue for now. still on enbrel, less effective :/	noADE
6050	6050	SMM4H2022ee0OT4IK6hmgP1le	lozenge of love	noADE
6051	6051	SMM4H2022Bc08IIjzM6lMupkf	wore sandals to work. boots with the furrrr after work. somebody give the weather some fluoxetine!	noADE
6052	6052	SMM4H2022cs9WTRihXvxxaUPt	rt @USER_: #ucg and we steady mobbing / fucked yo bitch now she stuck in a coffin/i'm coughin i think i need a.. throat lozenge.. keep on s…	noADE
6053	6053	SMM4H2022V2Q96lW5039axdRo	@USER_____ @USER______ had terrible time mtx. after 4 months i was done w/ it. tried #enbrel 2 months into it end up er.now i'll try orencia	noADE
6054	6054	SMM4H2022nHwc6cJia8plCnfp	“@USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.” need bananas	noADE
6055	6055	SMM4H2022U0hA0npI9dCaiG4L	jesus christ i need a lozenge	noADE
6056	6056	SMM4H2022gxQM4jnodOFC4U2W	how much seroquel is actually lethal?	noADE
6057	6057	SMM4H20229n8NSrcFP6idhhDZ	took my humira late... has anyone had worse pain in doing this?	noADE
6058	6058	SMM4H2022vsXaePjgDG8IsJBF	@USER_ topamax does not work as well as seroquel in that department. mood stabilizers level mood, antipsychotics stop..	noADE
6059	6059	SMM4H2022pSTGHeP98PQp5qil	it was a droid of sorts. a lozenge half a meter long, it was fitted with a score of articulated durasteel legs radiating	noADE
6060	6060	SMM4H2022B1F78rh5bN9kmGpC	nyaz can hurt cymbalta can help	noADE
6061	6061	SMM4H2022m7BdybptRKGJYmpy	@USER_____ huge difference between cipro figures and operating companies. my point is not to be an apologist for govt corruption. it's wrong	noADE
6062	6062	SMM4H2022uE6KVSZgHzyNrQnX	trazodone and iron pills. i have such an awesome bestfriend for taking care of me&lt;3	noADE
6063	6063	SMM4H2022vNDcjok899xsyYUK	#paulasbestdishes fried paxil in buttersauce y'all!	noADE
6064	6064	SMM4H2022fWYJM3yTKuNvWywq	@USER__________ lol it's not bad! i got here at 7:45 but i should be off by 4. thank goodness for vyvanse. i'm just tired of being inside!	noADE
6065	6065	SMM4H20229hPF6lPPVUxa6hOv	release of eliquis blood clot preventer story - reuters ...	noADE
6066	6066	SMM4H2022ASakgn9xwRYckSHt	#whyicantsleepatnight not enough seroquel left.	noADE
6067	6067	SMM4H2022GjEjdHY9G1ru9Xsb	i really, really hate this lamictal.	noADE
6068	6068	SMM4H2022YE9PtZEEUCdWxWKm	depression hurts , cymbalta can help	noADE
6069	6069	SMM4H2022L096402ld48CM8Xr	"""@USER_______ a cozy restaurant nearby """"therapist"""" serves warm listening &amp; if you're in the mood, effexor, lamictal, klonopin, served yr. way"""	noADE
6070	6070	SMM4H2022wfR2t4IpCbVM7QkK	rt @USER_________: eisai pulls #fycompa from german #epilepsy market following strict g-ba decision to decline recommendation. HTTPURL______	noADE
6071	6071	SMM4H2022qz9Amusl8dCJJBD9	someone give him a lozenge at least	noADE
6072	6072	SMM4H2022JSxNZTdqFhGGZ9qS	"""@USE lol """"losing a cymbal is no reason to reach for cymbalta."""""""	noADE
6073	6073	SMM4H2022GzJufvUBMY3pM7UC	we'll be drinkin an drinkin and we can take 7 quetiapine and call it a life	noADE
6074	6074	SMM4H20223GthWbt5N7AwHl6l	i need trazodone.	noADE
6075	6075	SMM4H2022mN5ngUkNmBvai3J2	Whoever left their mic on backstage needs a lozenge and some honey tea. #E3	noADE
6076	6076	SMM4H2022Yk4kR0zRaHWx0KXP	corneal deposits=chlorpromazine ziprasidone=prolonged qt olanzapine=weight gain clozapine=agranulocytosis  thioridazine=retinitis pigmentosa	noADE
6077	6077	SMM4H2022VS6xJJkmqwsIpiGf	Surprising mom with a clean house when she gets home from work because VYVANSE!	noADE
6078	6078	SMM4H2022ftH3yNZX96Ik9skA	#tweetsfromafrica please send boniva™	noADE
6079	6079	SMM4H2022u0LgTfKZYfsmvYxC	rt @USER__________: not gonna find a pygmy on paxil. i'll tell ya that.	noADE
6080	6080	SMM4H2022BQsMHPNwKFy3i81l	@USER________ tell me how paxil works! i hate zoloft :-(	noADE
6081	6081	SMM4H2022VsM1wAp9qjWyA0rh	as much as you induce-gulp down other occupy lozenge loaded differently stomach?	noADE
6082	6082	SMM4H2022gjVeQyoTVWBS9HAd	@USER______ i just started humira for my psorias and im petrified! do u get scared of the side effects?! i need major moral support!!	noADE
6083	6083	SMM4H2022XGz2OScsdO22m0js	,@USER___________ so have you found a psychiatrist so jason can get his trazadone, klonopin, abilify and lexapro?? lol more meds than me!!!	noADE
6084	6084	SMM4H20227MbBWb4Rqyu0FMz9	the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?	noADE
6085	6085	SMM4H2022UR6wojtd1kc70XGY	"""rx comercial: """"don't take prolia i you're allergic to it"""" does that really need to be said? #whatisthisworld"""	noADE
6086	6086	SMM4H2022K7hzZbxe8K4ShVyI	fluoxetine saved my life.	noADE
6087	6087	SMM4H2022Nlki2Chyt9W8R24F	@USER______ the humira nurse line was no help. she read off the info sheet that yes these can be side effects, said call my doc or go to er&gt;	noADE
6088	6088	SMM4H2022DIAXra5uK9hD1IW5	seroquel are also a favorite of mine	noADE
6089	6089	SMM4H2022utoZco5WtLXCddL0	ambien isn't working tonight time for seroquel... ugh	noADE
6090	6090	SMM4H2022RG8PAQTGrVEQCmzq	within 1960's people needed acid solution to generate the earth odd. today the earth is definitely odd, people acquire prozac to generate ta	noADE
6091	6091	SMM4H2022K8QofeUAWNFhKFLF	in the 60's people took acid to make the world weird. now the world is weird, people take prozac to make it normal.	noADE
6092	6092	SMM4H2022dMO6BWCyhzmNtAuo	saw the xarelto commercial for the first time. damn you pharmacology !!!	noADE
6093	6093	SMM4H20220wCJNtUDUYayCvDJ	nah i'll go anyways, just to see my bbys sahal and humira and aishah x x	noADE
6094	6094	SMM4H20222l9g1tcPl34lm9tl	"""at dunkin, dad: """"hadir grab some extra snapple"""" """"you mean splenda?"""" """"yeah cymbalta!"""""""	noADE
6095	6095	SMM4H2022ScUP9hoRaGqR2Kv9	i have took some fluoxetine	noADE
6096	6096	SMM4H20228vSlgXuFSTAOUd4c	@USER___________ yeah same, i'm on fluoxetine, pericyazine and melatonin	noADE
6097	6097	SMM4H2022VkuOZFyymCF3YUN3	word -----&gt;&gt; rt @USER__________: #ms #tysabri #fight #bestrong	noADE
6098	6098	SMM4H2022KzgtOYtAKAnqJWRc	yes i fucking tried paxil even though i've never been truly depressed a single goddamn day in my life post hrt	noADE
6099	6099	SMM4H2022BQv4KGRWhDlMRI8W	within 1960's people needed acid solution to generate the earth odd. today the earth is definitely odd, people acquire prozac to generate ta	noADE
6100	6100	SMM4H2022YDKxa7o2NC3erEdl	@USER______ @USER__________ // .... cymbalta can help.	noADE
6101	6101	SMM4H2022d533RW4JugDnUo6c	oh yay! its night time! when i usually start to spiral. that happy me last night? that was just an anomaly. time to pop open the quetiapine!	noADE
6102	6102	SMM4H2022pjRT7HRnogCc3FBs	Humira is fasho gonna make me late for class	noADE
6103	6103	SMM4H2022I0280V5dJtSzSi0e	@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______	noADE
6104	6104	SMM4H2022bqWquPqsjjOZqSXl	@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______	noADE
6105	6105	SMM4H2022K77GQgYdUiFYcsGb	@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______	noADE
6106	6106	SMM4H2022JvsbMeoXBnA0FUL1	@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______	noADE
6107	6107	SMM4H2022gofDSKMmPIoJh98K	@USER_____ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_______	noADE
6108	6108	SMM4H2022gK40iBWMzIdXPd5t	not proud of it, but this is how i manage when 10mg diazepam or 25mg seroquel doesn’t do it for me. can’t deal with it - get faded.	noADE
6109	6109	SMM4H2022JbBlpi0YulqeasXp	4:59am - back to bed after help from friends mr dispersible aspirin, miss ibuprofen lysine, mrs paracetamol and rev covonia lozenge. cheers.	noADE
6110	6110	SMM4H2022LoWmVUwD14hWEteC	@USER__________ @USER___________ @USER__________ seroquel is an anti-psychotic. i would know. my boyfriend's on it. it's not benadryl.	noADE
6111	6111	SMM4H2022qZNIQoI1naMJvsBi	i wonder what happens if i use zzz quil along with my trazodone... #curiouslysleepy	noADE
6112	6112	SMM4H20221CQJQkcmeQz3PmmI	#camh #badpharma - causes - drug-induced #psychosis #suicidality #prozac #clozapine #quetiapine #paxil #addiction etc. #nursing #toronto	noADE
6113	6113	SMM4H20226Pwxl0vIwoX2vqbY	@USER_____ nesena hashtag #مقصودة	noADE
6114	6114	SMM4H2022CL8kXDlPy4wMGlqV	vote for summer b and your prozac is free just like government cheese lol	noADE
6115	6115	SMM4H2022YD8RIrQ9LCeAMopF	"""""""nothing that a little tablet of fluoxetine does not solve..."""	noADE
6116	6116	SMM4H2022Ml94PlUXiE0zlQKQ	“@USER__________: lol netflix does cheer up my soul ih .. idk how lol but it works fuck cymbalta” me too me too	noADE
6117	6117	SMM4H2022LAnI08IAUB7DVxjd	i think this doggie prozac is really starting to kick in: HTTPURL_______________	noADE
6118	6118	SMM4H2022TT5WENgo3wZMiVeH	@USER_______ @USER____ i have insomnia too i take trazodone for it and it hardly works	noADE
6119	6119	SMM4H2022HcPT3rwJPFDTr0JJ	patiently waiting for my trazadone to knock me the fuck out.	noADE
6120	6120	SMM4H2022tjkGm06rbKIpQt1O	i wish i had cymbalta !	noADE
6121	6121	SMM4H2022WWQrRPsAHOU4Syvn	does anyone want seroquel? lol	noADE
6122	6122	SMM4H2022639EEQq01H5zaP84	the leprechauns have been stealing my nicotine lozenges...i'm sure of it!	noADE
6123	6123	SMM4H2022J7vbRzp2uWjkYQnB	i think these antibiotics are what's making me so ill right now and i'm really not pleased, why couldn't i just have cipro	noADE
6124	6124	SMM4H2022kC96dkL4EFdQYEA1	@USER_____ i remember! was worried for you a number of times. glad this year's better. got scared as fuck when you started paroxetine!	noADE
6125	6125	SMM4H2022iOYML99kHRtyBRJO	throw some vyvans in there and you got yourself a party	noADE
6126	6126	SMM4H2022rcwg0xV8zt99nbtl	remembering why i hate cipro. ugh #eds	noADE
6127	6127	SMM4H20224d4ewPId9nucjgId	"""""""@USER____: man i am turnt off this nicotine patch"""""""	noADE
6128	6128	SMM4H2022fzNfqsd1N1FY2b8V	if electronic cigarets have nicotine in them then whats the point	noADE
6129	6129	SMM4H2022e55pJbDkJbCdSZOV	@USER________ fluoxetine did fuck all for me! shittest antidepressant i reckon! youre lucky youre off it!	noADE
6130	6130	SMM4H2022fVhzY8xyNKVyC2i0	@USER_____ seroquel was a life saver for me, sorry to hear it didn;t work for you.	noADE
6131	6131	SMM4H2022qRUdfnromFi59B82	@USER_____ @USER________ here is the meds they got me on cymbalta clonazepam and quetiapine	noADE
6132	6132	SMM4H2022w2AN2tirNFyQi73x	Thought I was closer to receiving #Humira  after five month runaround...then they told me the co-pay-hahahaha... Supplement plan missing?!?	noADE
6133	6133	SMM4H2022mUBVmPonKaoTj3Dp	nicotine on the floor need i say more??	noADE
6134	6134	SMM4H2022BeWp5tpwbiKwxfKS	"""*goes up to emo kid* """"depression hurts...cymbalta can help"""""""	noADE
6135	6135	SMM4H2022LiHalaHa7ZJaNjbK	i need cymbalta	noADE
6136	6136	SMM4H2022hX17xAF2wGCfIvLC	@USER__________ @USER__ anti -epileptics mainly lamotrigine, which i take	noADE
6137	6137	SMM4H2022hdgp6KDs89lCuo8X	this is so depressing. but it's okay. cymbalta can help	noADE
6138	6138	SMM4H20225Y6DvyEuUadtdaCP	@USER_______ trazodone is a sleeping pill	noADE
6139	6139	SMM4H2022edASEq3uRK5AHKC9	enbrel commercial has endorsements by kpmg and barclay's?	noADE
