	id	Tweet	Claim	Stance	Premise
1296	1743556373	:notes::arrow_forward:No limit @G_Eazy @asvpxrocky @iamcardib   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1297	2667399	2) We as Sadtu want schools to close because of the Standard Operating Procedures are not being implemented consistently across provinces. Schools are operating on autopilot and acting outside the SOP. We won't even get to social inequalities	school closures	FAVOR	1
1298	3359751777	:notes::arrow_forward:Of lagos refix @iamdjttb @IamMayorKun On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1299	3568962	@liloakers @AliciaG19789176 @ThePantherBlacL @PostPunkBarbie @ThisCrazyLife3 @DHSCgovuk It seems the whole world is social distancing other than schools in the #UK. You couldn't make it up. I can't see teachers going in myself. #CoronaVirusUpdates #COVID19 #coronavirusuk #CoronavirusPandemic #coronavirus #closeschoolsuk	school closures	FAVOR	0
1300	2913123	Though Eid is a time to come together for the celebration, however considering the unprecedented time, let's stay home and connect with extended family and friends through phone and video calls. Let's stop the spread of Corona Virus.	stay at home orders	FAVOR	1
1301	2594923350	How many righteous BLM protesters will there be when the unemployment checks run out?	stay at home orders	NONE	0
1302	710581	Hey @Target on Madison Avenue why are you not enforcing the mask mandate? Most of the people in the store today were not wearing them. I'm a frequent shopper but now I've grounded myself from in-store shopping. DO BETTER.	face masks	NONE	0
1303	2365191	@donwinslow @PressSec We ALL want schools to open, but we want it done when it’s safe. It isn’t safe now.	school closures	FAVOR	0
1304	1609867	@donwinslow No Vaccine - No school, that has always been the policy, correct?? This is a deadly pandemic, not a reality show!!  I have already told our school district that my children will not be returning to the classroom!!	school closures	FAVOR	0
1305	128041	So let me get this straight, 6 new COVID-19 cases have been confirmed in the city of San Diego and kids in the @SDUSD still have to go to school while many other institutions are going into online teaching?	school closures	NONE	0
1306	3126782760	Educational Department said that many schools have either not paid any salary or paid only 40-50% salary to their staff during the period of the lockdown. I don't know where they got the data from. I am a teacher and I have received 100% salary, on time.	school closures	NONE	0
1307	696299	@davidnwelton @mkraju @SherrynAdair @SpeakerPelosi It’s time for people to act responsibly. There is enough evidence that masks work. Adults shouldn’t have to be told to wear a mask. It’s not a political statement it’s what makes us all safer.	face masks	FAVOR	1
1308	307832871	@JustMEtillDeath @Francis_Joseph Perhaps you need to acquaint yourself with the yardstick for measuring the cost of 'quality' education (provided by pvt schools that cater to 50% of the Indian school kids, and by the way to which most of the govt officers children go!). Just a thought	school closures	NONE	0
1309	1383938	Hey folks, if you wear a mask I think: She has her reasons. So if I don't wear a mask, you think: She has her reasons.  It's called respect. If we're divided, we're all in trouble.  #MaskUp	face masks	FAVOR	0
1310	3716061	So everyone is making it mandatory to wear masks but business have to stay closed or have very limited occupancy... that is going to help the economy!	stay at home orders	AGAINST	1
1311	337682	@TeamTrump @realDonaldTrump We don’t care for the mask @realDonaldTrump but understand why you did it in this instance. I’d rather not see it again for the symbolism it portrays. :folded_hands_light_skin_tone::flag_for_United_States::latin_cross: Free country, free leaders. #maskless	face masks	AGAINST	0
1312	1120183456	@MikeHolden42 @JesseRodriguez @DafnaLinzer Just sad. Be safe	face masks	NONE	0
1313	3555931022	“The general limits of your freedom are merely these: that you do not trespass upon the equal rights of others.” - President Dwight D. Eisenhower, April 22, 1954	face masks	NONE	0
1314	295437543	We need to have faith in our schools! Not all schools are running after money. My school is passionate about working for the best interest of children. I stand for my school.	school closures	NONE	0
1315	750852807	@ChuckCallesto Facemask conundrum! :scream: Which one? #MAGA, #BackTheBlue, or :flag_for_United_States:?	stay at home orders	NONE	0
1316	2163932	@MollyJongFast Children are not allowed in school if they have a contagious disease.  Letters are sent home informing parents. Just in case. Asymptomatic covid Could quickly infect the entire school. Then the community. It is foolish to contemplate opening until testing is in place.	school closures	FAVOR	1
1317	3270716472	@myogiadityanath @narendramodi @AmitShah Sir it is a humble request to uh please promote all medical student to next session also... #promoteallmedicalstudents	stay at home orders	NONE	0
1318	3837843	Damn you California!! I’m coming to Napa for the first time, with empty credit cards...and you shut the state down! Idiots. #californiashutdown #ThinkForYourself #napavalley #winekillscovid	stay at home orders	AGAINST	0
1319	3105085322	Jah Prayzah - Mukwasha song is too lit, Waiting for the tiktok challenge #mukwasha   #malema  #MakhadziOnSABC1 #CloseTheGraves	school closures	NONE	0
1320	2904189	@denniallen Absolutely it’s not rocket science -	face masks	NONE	0
1321	3785799382	@NetflixIndia Never have I fever	stay at home orders	NONE	0
1322	858690	The article in the Mail on Sunday by @ClarkeMicah (Peter Hitchens) is brilliant. I only wish more journalists were like him and ‘awake’ to the fact we’re being played. #Scamdemic #covid1984	face masks	AGAINST	0
1323	2914419161	@mistergeezy THAT’S RIDICULOUS but I am so grateful he’s been caught:clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone:ALL of us need to take a breath... and just calm down! The sickness and death around us, isolation, loss of jobs, financial challenges EVERYDAY, no sense of normalcy...we are struggling through tough times:folded_hands_medium_skin_tone::raising_hands_medium_skin_tone::folded_hands_medium_skin_tone:	face masks	NONE	0
1324	3573672	I hate that I have to add the words “When we get to meet each other....” talking to some of my closest friends.  #WearAMask #WearADamnMask	stay at home orders	FAVOR	0
1325	1563883415	@SteveSchmidtSES @AmericanAir your not keeping the public safe.  Shame on you	face masks	NONE	0
1326	853083	Did you start wearing a mask before or after a State / local Government told you to?#WearAMask or	face masks	NONE	0
1327	392469	Said it before and will say it again   The government strategy on #COVIDー19   Is like trying to kill a fly in your living room by burning down the whole house :thinking_face:  #NoMasks	stay at home orders	AGAINST	0
1328	932787	@TheTollington @AGildedEye @TomDCoates @NHSuk Thank you. I'm nowhere near you to come in:wine_glass:later, but appreciate yr efforts! I'm not front line acute (community hospital) but still had patients test +ve. Ppl are naive. Still threat. Easy transmission, horrible disease. Long term effects. V much not over. #2metres	face masks	FAVOR	1
1329	2775861737	@DJDeMario1 As if Cuban cares about the welfare of any Americans! Where’s his mask? #Trump2020	stay at home orders	NONE	0
1330	2439216261	@benshapiro @rising_serpent Heard today the KY has had 33 deaths and we went under a mandatory mask order at 5pm today!	face masks	NONE	0
1331	1039629005	:notes::arrow_forward:Pak n go @iamkissdaniel On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1332	802738	Reopen the schools because online classes are not benefitting us,they are causing more troubles.	school closures	AGAINST	1
1333	2023753634	:notes::arrow_forward:Watch out @EmpireFOX @EzriWalker  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1334	7206535302595	All Black Lives Matter people better be wearing a mask seeing as black people are constantly mistreated by the healthcare system #BlackLivesMatter	face masks	FAVOR	1
1335	3147204	@retired9941 @gatewaypundit MASKS = SLAVE.	face masks	AGAINST	0
1336	1838512551	:notes::arrow_forward:Money @xtdadon cc @djchascolee On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1337	4121274124	Most vulnerable populations is code word for populations that need to be policed the most.  #BetsyDeVos	school closures	NONE	0
1338	823535271	Don't	face masks	NONE	0
1339	1336313166	@realDonaldTrump Trump of course misses the entire point of the tweet.  #DerangedDonald #IdiotInChief #CoronavirusUSA	face masks	NONE	0
1340	2368224214	@WOODTV :microbe:°°° Still alive huh... In other words, recovered rarely means actually recovered -- considering the often devastating and sometimes lifelong aftereffects of the virus.  #StayAtHome	face masks	NONE	0
1341	1375858	Biden guilting the American people by implying if you don’t wear a mask, you don’t care about people and you’re automatically going to infect everyone is absolutely disgusting.   I didn’t think this guy could go any lower.   #NeverBidenHarris	face masks	AGAINST	1
1342	2659218	Guys PLEASE, idk how much I can stress this but PLEASE!!! Stay y’all asses at home, wear y’all masks, wash your hands and sanitize your surroundings, I got COVID-19 and this is a Nightmare.	stay at home orders	FAVOR	1
1343	2776294	#cyrilramaphosa close schools or open Parliament. .	school closures	FAVOR	0
1344	3509936	@BlueyBlur @GovNedLamont @teachcardona Absolutely, those who are comfortable with proper protocols should be able to bring their kids fir 5 days schools. Those not comfortable can home school. If daycares, walmart, target, stop n shoo, barbers n nail  salons can figure out waysto open so should schools !	school closures	AGAINST	1
1345	22942	@TONYxTWO Same. It’s a sad feeling when you go out and see that you are the only one without a mask. :pensive:   No more hellos..  No more smiles..  No more conversations..   No interaction with humans..   No more connection..  Might as well stuff a dirty sock in your mouth.	face masks	AGAINST	1
1346	542242	If offices and meetings can continue online, why can't schools!!  Address the problem which logic and looking at present times.  @PMOIndia @CMOGuj @vijayrupanibjp @imBhupendrasinh	school closures	FAVOR	0
1347	3506673	@KamalaHarris Deaths are way down and media isn't reporting it.	stay at home orders	AGAINST	0
1348	695891157	The deeper you go in faith the more beautiful life becomes. #Niceguy	stay at home orders	NONE	0
1349	2785016	It is all about our life, for our safety..  Please stay home.. That's the only way we can fight against  the pandemic #Covide-19. Please and please	stay at home orders	FAVOR	1
1350	1640003	The gloves are officially off! I've had enough now! People blaming Front line NHS workers for this sh*tfest is where I draw the f*cking line! They are NOT where your blame lies! Management that implement and GOV that demand it! ENOUGH! #COVID19 #WearAMask #WearADamnMask	face masks	FAVOR	0
1351	1386473	@trudykeil We don't know if many kids will be crippled for life by the plague yet. In 20 years we'll probably have a good idea about how seriously we should have kept kids safer at home for another year until the vaccine will hopefully be available.	school closures	FAVOR	1
1352	45448578	:notes::arrow_forward:Door @anyasafrica    On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1353	2514976	It's mind boggling to me the number of people that still aren't wearing masks/wearing masks correctly. Georgia is nowhere close to flattening the curve.	face masks	FAVOR	1
1354	1908778311	“Safe na ba kumain sa labas?” . The fact that you’re doubting if it’s safe simply means it’s not. There are protocols / recommendations in place to DECREASE the risk, but this does NOT decrease the risk to ZERO.  .	stay at home orders	NONE	0
1355	4033903438	@BMW33313 @BadCOVID19Takes Yep, the Wuhan Virus is finished. Even sending roving BLM mobs out to spread it wasn't enough. #KAG2020	stay at home orders	NONE	0
1356	2797415344	:notes::arrow_forward:No peace @perxentageboss    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1357	2459258865	@metrorailgp Let’s stay safe and protect one another	face masks	NONE	0
1358	223875	My daughter is a SLP working in public schools. I do not want her to be exposed to COVID everyday and risk our lives for an agenda from the trump regime.	school closures	FAVOR	0
1359	84406	If I'm wrong about schools reopening, all that happens is my son does distance learning for another semester or two. If DeVos is wrong, people die. I'll say it again.	school closures	FAVOR	1
1360	1550815	@cathmckenna Business's are fighting to remain solvent &amp; keep their staff employed. Millions out of work.  You don't care about Canadians well being.  I thought we just needed 15 days to slow the crub?	stay at home orders	AGAINST	1
1361	1274804917	We are honoured to help all the countries in the midst of #Covid_19 . We stands to fight against #COVID19 rather than other enemies.  #India #SushantSinghRajputDeathCase #BreakingNews #BREAKING #faceyourart #facemask #facecovering	stay at home orders	NONE	0
1362	2965131	@pwafork @LADowd Here in Ontario, population 13 million, we're averaging fewer than 130 cases per day, with ~10 deaths per day (that's people who died *with* COVID, not necessarily from it).  Recoveries are outpacing new cases.	stay at home orders	AGAINST	1
1363	1765381	At first I thought the most ridiculous reaction to COVID19 was people panic buying toilet paper... I now see it’s the refusal to wear a mask at the grocery store.  :mask:	face masks	FAVOR	0
1364	1254312	Face masks are a lot like condoms. Nobody WANTS to wear em but, you should be wearing them to keep yourself and others safe.	face masks	FAVOR	1
1365	355388245	:notes::arrow_forward:Real life @diplo @juliamichaels     On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1366	3120887	@BetsyDeVosED u are such a disgusting, disgraceful, ignorant, lying, useless piece of crap! The fact that u would send your own grandchildren back 2 school let alone any child makes complete sense 4 the type of heartless person u are. #COVID19 #coronavirus	school closures	FAVOR	0
1367	1250130	@GovNedLamont Schools must open not all children can distance learn, thank you for thinking of ALL CHILDREN not just the privileged who can stay home and be teachers to their kids.	school closures	AGAINST	1
1368	2821953	@GOP @realDonaldTrump Why is there no plan to stop or at least slow the spread? Mask mandates, close down to phase one in hot areas, something? Testing is great, but it doesn't slow the spread.	face masks	FAVOR	1
1369	2365879330	@lennycurry No and No and the election should be pushed to 2021 as well	stay at home orders	NONE	0
1370	346773	Your daily reminder that just because someone dies WITH #COVID doesn't mean they died OF #COVID. #stopinflatingthenumbers	stay at home orders	AGAINST	1
1371	3625672	Friends, I just want to go to restaurants and attend music events again... but I can't... because I have a fucking brain, and I know you idiots are out there without masks, coughing on everyone else. #stayhome	face masks	FAVOR	1
1372	1156482991	:notes::arrow_forward:Dance @timayatimaya @rudeboypsquare   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1373	619005	@ananavarro @nanelvisfan This pandemic, like any crisis, seems to squeeze the best and the worst of us out of the shadows. And he probably preaches about What Would Jesus Do. I’ll bet he’d wear a f**king mask.#COVIDIOTS	face masks	FAVOR	1
1374	2237786	Please be advised that the Sandton customer service centre at 137 Daisy Street is closed today due to a COVID-19 positive case.   The centre will reopen tomorrow for customer service. The health of our staff and customer is our number one priority. ^NJ  #StaySafe	face masks	NONE	1
1375	2580879639	It is actually the time to fasten our seat belts and get ready for the Tweet Storm to support the schools and teachers	school closures	NONE	0
1376	769878	Learning should be constant...then . Why not in covid situation ? Teachers are learning new ways, technology to reach out all the students .... Students have also  accepted the change to learn through virtual classes.... Schools should be on and on and on	school closures	NONE	1
1377	3383711	@SexCounseling #Arizona never had a curve to flatten according to my doctors, but our little governor rather listen to the liberal left and skewed numbers..	stay at home orders	AGAINST	1
1378	1753772	@SSG_PAIN @Darkness2Light3 @TuckerCarlson @JesseBWatters @DanScavino @realDonaldTrump Let’s have a day where we all say F@ck The Masks and we all just stop wearing them.  We just finally have a day protest on Friday August 14, 2020.	face masks	AGAINST	0
1379	2281941	I worry every time I go to work that I'm risking my family to keep our home. I see so many people who don't wear a mask, or who are wearing them improperly, that my anxiety runs rampant during every shift. #MaskUpWA	face masks	FAVOR	1
1380	2876159	It is not the governments right to tell a grandparent if they can or can't hug their grandchildren  #tyranny #Totalitarianism	stay at home orders	AGAINST	0
1381	3575903	How about you go through what my friend did with #COVID__19   I bet you know somone who has been seriously/permanently injured or killed in an auto accident but you still drive.   Try again.   #coronavirus #StayAtHome #OPENAMERICANOW	school closures	AGAINST	1
1382	557388560	Kuthiwa it's 4 week that is practically 1 week :joy::joy:	school closures	NONE	0
1383	3478829	I am so fucking tired of GROWN ADULTS whining and complaining about having to wear a mask in our restaurant. I'm sorry..are you not an ADULT? is it too hard to be a fucking grown up?!	face masks	FAVOR	0
1384	2876800869	@brandi_love Couldn't agree more they	stay at home orders	NONE	0
1385	1311231	Watching idiot parents coming to pick their kids up from Camp Covid… Some poor counselor is having to take temperature checks as they drive up, and these stupid parents still aren’t wearing masks! No wonder!	face masks	FAVOR	0
1386	436922488	If schools will not be  paid by the parents  then how they will pay to their manpower . Either govt will take the responsibility that they will  pay to private teacher until school will not get any fee from parents.	school closures	NONE	0
1387	3579839	@hillarywillbern @Adrieliam @SMSCats2 @BillyCorben @TedToddAgency @CharleyTodd Yes... right! @Adrieliam is judging and shaming people who don't wear masks because it endangers his health. Exactly! Now Ms Karen Larp... Was that so hard? :grin: Go reward yourself with some cake!	face masks	FAVOR	1
1388	3496928742	@hwendec @nelsonchamisa This Covid will humble all of us normatter u belong to which political party.	stay at home orders	NONE	0
1389	686856	@CDCDirector @CDCgov Re-opening schools in the middle of a Pandemic is a colossal mistake and you are losing credibility by recommending this. Thousands of kids could get sick badly and Teachers could lose their lives. But you and this administration don't care about American People	school closures	NONE	1
1390	513387	@Bonedaddy76 @BoscoEd88 #masksdontwork @Walgreens FL escorted my husband out of the store today bc he wasn’t wearing a mask. About time to start throat-punching these idiots.	face masks	AGAINST	0
1391	322557203	@devisridhar Yes exactly. My pennies are staying in my pocket until the rate per 100,000 is much lower. And when it is mandatory to	face masks	NONE	0
1392	2327690	I have noticed that especially millennials see these face mask thing as a trendy one. Different colour, style. How pathetic is that?	face masks	AGAINST	0
1393	3256473	@CalmdeezNutz Only idiots close schools! The science days children don't get the #KungFlu!	school closures	AGAINST	0
1394	472814	@jimdonovancbs3 @SEPTA No need to be patient. Not wearing a mask in public (as mandated by PA Governor) is the equivalent of swinging around a gun with the safety off; somebody’s going to get hurt. That said, I see Philadelphia P/O watch people walk around w/o masks and they say nada!	face masks	FAVOR	1
1395	1968397	Is shutting down schools going to affect teacher and learner's mental health?   #OurFutureNeedsYou #WellnessWednesday	school closures	AGAINST	1
1396	28883900728	@Hope012015 The rage in this country over absolutely idiotic and (in the grand scheme) minute things...:exploding_head:. Just wear the damn mask.	face masks	FAVOR	0
1397	1577255	A lot of kids will never have the memories of going to summer camp. Instead they’ll have memories of going to Walmart wearing a mask. Oh well...:man_shrugging_selector:	face masks	AGAINST	0
1398	3234915	@GOP @realDonaldTrump You guys don’t give a shit. If you did, there’s no strategy, funds or a plan to safely send children to school.  #COVID19	school closures	FAVOR	0
1399	189438	Petition to stop calling people who don't wear masks anti-maskers. Instead, let's just call them terrorists. :yellow_heart:  #coronavirus	face masks	FAVOR	0
1400	69496	@charlottechuck1 @flockofwords @wolfie_biker1 @DHSCgovuk It’s not about me, my mask protects others	face masks	FAVOR	0
1401	44268907	@JustInformU @Individual_Intv is this about mask wearing?	face masks	NONE	0
1402	1141497399	@TimRunsHisMouth @the_moviebob with a body like that, he might actually die from covid.	stay at home orders	NONE	0
1403	756592	Bathong Teachers are testing positive all the damn time, can this just end!!!	school closures	NONE	0
1404	3170555	How is the situation at your end ? #Covid_19  #StaySafe #StayAtHome	stay at home orders	FAVOR	0
1405	3891619939	:notes::arrow_forward:On your side @youngskales  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1406	3083981818	@the_hindu I want to give a suggestion about covid-19. My idea is to arrange the  audio SPEAKERS to each and every Area or Street, which is used to Spread the news about Covid or about any disasters. It helps  people to know about situation and to alert them .	stay at home orders	NONE	0
1407	732671	@piersmorgan Not enough I fear.  Gov prefers to be reactive, rather than proactive Now COVID-19 has been declared a pandemic I think we should close the schools to help slow the spread of infection. We’re in a better position to do it than other countries. So we should do so.	school closures	FAVOR	1
1408	3103241	@polarazzi @davey7163 @JohnTory Glad you obiviously havent been to a hospital lately. #staysafe	face masks	NONE	0
1409	1641815	@ericgarcetti Mr. Mayor it is time to shut it down please help us. Save us from our selves	stay at home orders	FAVOR	0
1410	761455	@GOP Trump and Republicans WONT EVEN ALLOW THE CDC to give America guidelines to reopen schools. Republicans won’t fund what schools need to be safe. 138,000 deaths aren’t enough? You want to sacrifice our kids too?	school closures	FAVOR	1
1411	920170	@peoples_troll I never wear a mask. A male karen tried to bark at me OUTSIDE at a park. I just ignored him and laughed. I just dont engage and give them the satisfaction.	face masks	AGAINST	0
1412	89163	@Timcast Why are we still listening to the experts....	stay at home orders	AGAINST	0
1413	232767640	Time is passing,the Coronavirus is not!#CUNY	school closures	NONE	0
1414	3669114	@RepLeeZeldin No testing plan = No school.	school closures	FAVOR	1
1415	304886	By wearing a facemask, what you are really saying is I'm a gullible twat! Just say no!	face masks	AGAINST	0
1416	3775602233	:notes::arrow_forward:Representin @Ludacris @KELLYROWLAND  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1417	2250702	@mtaylor422 @IAGovernor Keep your kids home if you are scared. You have that option. No masks for healthy people. The numbers do not show that masks are needed for healthy people.	face masks	AGAINST	1
1418	2259790883	It’s not the schools that are scamming, it’s the entire education board or it’s executives on a larger perspective.	school closures	NONE	0
1419	2701203	Coronavirus has shut down all private universities across NYC, but all CUNY schools are still open. This is wildly irresponsible considering CUNY students are lower income, &amp; more likely to not have insurance. This is what a war on the poor looks like.	school closures	FAVOR	1
1420	3687061	Just relax and stay at home. Spend less time outside.   #StayHomeStaySafe #StayHomeSaveLives #StaySafeStayHealthy	stay at home orders	FAVOR	0
1421	3048588710	@AAnnven @Sky03413577 @rob_miller12345 CV-19 is a military code name for the hoax operation still in progress. #FakePandemic #Event201 tells you this was all a #Plandemic We MUST resist.	face masks	NONE	0
1422	535893	@GovNedLamont @pfizer Why do we need a vaccine!  We have clearly reached herd immunity here in CT.  Why would anyone take a new vaccine with possible side effects? #OPENAMERICANOW	school closures	AGAINST	0
1423	823027	“We don’t want science to stand in the way of schools reopening.”  -  White House press secretary.  I have no words!!!!  :man_facepalming_light_skin_tone: #TrumpFailsAmerica #notmykid	school closures	FAVOR	0
1424	5171028162	Not any relief package has been announced for the private schools in Pakistan which are shaping the very future of this country.	school closures	NONE	0
1425	1311942	@MikeoxlongUSA @10DowningStreet But far fewer, as they tend to adhere to the droplets of moisture in your breath and these get trapped in your mask.  You DO realise the point of a mask is to protect others rather than yourself, don't you?	face masks	FAVOR	1
1426	1415782	I’m now 70 and have had a great life and the last thing I want is to be complicit in removing the freedom and liberty I have enjoyed, taken away from all future generations. #over50s	stay at home orders	AGAINST	1
1427	2062052	26yrs old, finally figured out a skincare routine that works, hairstyle and clothes that I actually like, healthy eating habits and my career. I am FLOORED that I can’t go out to celebrate my glow up lol. Wear your fucking masks people. #WhatWomenReallyWantIs	face masks	FAVOR	0
1428	1665038560	@padraig_h @gregallenRTE Great Decision	stay at home orders	NONE	0
1429	30686	I was talking to my 4 year old about why wearing a mask is important. She replied “But I like my mask. I don’t even mind wearing it.”  This from a kid with sensory issues who has refused to even wear any shirts facing forward for the past 6 months. #medtwitterkids	face masks	FAVOR	1
1430	3656328	@LukaG_55 alright now there is a reason to wear a mask!!!  He’s bask @IowaHoops	face masks	FAVOR	0
1431	2521407559	@SaKku______ Beshaq	stay at home orders	NONE	0
1432	2230730164	@NYGovCuomo #WashYourHands  #SocialDistance (no boat parties)	face masks	NONE	0
1433	4001094937	@BillSchammert @LNKhealth And this is why schools will shut down a couple weeks after opening.	face masks	NONE	0
1434	2298600	Even though I wear a hearing aid my hearing loss is such that I rely on lip reading- if masks become mandatory people like me will be forced into a life of isolation whilst trying to live day to day, it won’t be worth going out.	face masks	AGAINST	1
1435	3241609	@GodFamilyJesus Oh my gosh I see people every day driving alone in their car with a mask on   But hey to each his own	face masks	NONE	1
1436	261413	@davidicke I've had enough of this madness,I've seen and heard of false covid-19 cases.What happened is our care homes to people we love, is unthinkable.Small business are going down (myself included) and more.We need to take are country back.  We need to do something now!	face masks	AGAINST	1
1437	2633430412	:notes::arrow_forward:God no go shame us #prinxemmanuel On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1438	3775049	I have seen 6 people within 30 minutes in geelong who aren’t wearing a mask :man_facepalming_medium-light_skin_tone:	face masks	FAVOR	0
1439	42830686	:notes::arrow_forward:Need you tonight @KabzaDeSmall_ @wizkidayo  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1440	1785948	@reallouiehuey People need to open up. This is ridiculous. Anyone afraid of the plague, stay the hell home!	stay at home orders	AGAINST	0
1441	3669385429608	@gryking I was just going to say.  Repubs this week tried to blame protests for Covid increases, but there are still protests in NYC, and other events, and our numbers are still low despite it all.  The difference ...MASKS.	face masks	FAVOR	1
1442	2618651874	@bestnumberis69 @CBLifeCoach1 @joncoopertweets You are what you eat	stay at home orders	NONE	0
1443	2698360910	@LindseyGrahamSC Antifa are terrorists so that should give the feds all the reason they need to go into any city and round them up, invited by local officials or not! #AntifaTerrorists #MAGA #KAG #WalkAway	stay at home orders	NONE	0
1444	3150376	@KaceyonFox7 @2LarryJohnson7 Let's challenge all business owners across our beautiful country to open their business on Independence Day. What better way to celebrate our FREEDOM! RT #IndependenceDay #Freedom	stay at home orders	AGAINST	0
1445	1649735002	#covid19 aside, fuck yo kids	school closures	NONE	0
1446	58094	If Vanderbilt University and Williamson Co schools have closed wouldn't it be the responsible thing to consider closing more schools before the #coronavirus becomes widespread and overwhelms our hospitals? @TNDeptofHealth	school closures	FAVOR	1
1447	663179039	never go full #andrews. #auspol	stay at home orders	NONE	0
1448	1438098491	:notes::arrow_forward:Try me @temsbaby  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1449	283451	@realDonaldTrump You and your task force are a disgrace. The Navajo Nation has more deaths from COVID-19 than 13 states combined!   We need Dr. Fauci. Not you. We need a real national response that looks after everyone!	face masks	FAVOR	1
1450	3149538799	@ElectQuinn @marcorubio You won’t be wearing those because our nurses and doctors need them. A cloth mask won’t kill you and it’s the nice thing to do. I think your religion says it’s Christ like. #WearADamnMask #WearAMask #TrumpFailsAmerica #TrumpFailedAmerica	school closures	NONE	0
1451	3373666	@Pointer77352595 @Mind_Spy This is really funny, ..but it can't be right when that's how 'not wearing a mask' makes you feel.  I dread going into shops now.	face masks	FAVOR	0
1452	797188207	I just don’t get it video’s of violence can stay on Twitter of Fakebook but when it comes to life saving truth it’s deleted.@realDonaldTrump I thank God for you every day.. God Bless you. #Hydroxychloroquine #GodWins #GiveUsBackOurFreedom	face masks	NONE	0
1453	2815874	I went to the mall. Because of a broken phone. It was weird. Not sure why people are going there for fun. There were people in line waiting to get in at some stores. Many stores were dark. Temp checks at Apple (does it matter if 40% of the infected are asymptomatic)?	stay at home orders	FAVOR	1
1454	85214	@DineshDSouza @iheartmindy And note as she screams directly in his face - no mask on the brat and no one who’s shaming us  to wear masks (nor issuing edicts from state houses for that matter) will condemn this nonsense. #Scamdemic #Hypocrite	stay at home orders	AGAINST	0
1455	1225014731	I've noticed a recent pivot. They are not calling it a mask anymore. Officials are using the phrase face coverings instead. Any ideas why? @Surgeon_General #COVID19	stay at home orders	NONE	0
1456	140558	@REVMusicNY GOP WANT TO OPEN SCHOOLS AND KILL OUR BABIES. ITS TIME TO LET THEM KNOW , SEND YOUR CHILD/CHILDREN FIRST .	school closures	NONE	1
1457	3543717920	Miami-Dade school superintendent is totally on point with his perspective and plan for reopening. #SafetyFirst	stay at home orders	NONE	0
1458	3631562525	:notes::arrow_forward:Proper @KrizBeatz_ @alhajitekno @diamondplatnumz  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
1459	928925	A few people recently told me on FB, with regard to a diff of opinion on the effectiveness of masks against Covid, Your opinion doesn't matter. Keep your mouth shut and do as you're told. Now think about that. That may be THE scariest thing I've EVER heard.  #COVID19	face masks	AGAINST	0
1460	1436360724	The Government has ruined the education system the time they started the system to pass every child till Std 8th..now also everyone is thinking schools make profit.What about the staff and their families who are completely dependent on the salary given by school?	school closures	FAVOR	1
